record_id,employee_id,employee_name,department,pay_period_start,pay_period_end,payment_date,gross_pay,overtime_hours,overtime_pay,benefits_premium,deductions,net_pay,eft_reference,bank_account,payment_status
523,E1266,Employee_266,Pension,01/29/2025,02/11/2025,02/13/2025,4437.9,2.73,216.1,200,1048.74,3189.16,EFT533649,XXXX003,Paid
524,E1285,Employee_285,HR,02/12/2025,02/25/2025,02/27/2025,5561.27,0.88,90.27,200,997.37,4363.9,EFT870925,XXXX002,Paid
525,E1218,Employee_218,HR,02/26/2025,03/11/2025,03/13/2025,3483.98,0.93,59.71,75,694.24,2714.74,EFT619696,XXXX001,Failed
526,E1195,Employee_195,Customer Service,03/12/2025,03/25/2025,03/27/2025,4613.77,1.02,86.58,50,774.04,3789.73,EFT649939,XXXX003,Paid
527,E1209,Employee_209,Pension,03/26/2025,04/08/2025,04/10/2025,4491.67,0.33,27.62,0,1035.24,3456.43,EFT414455,XXXX004,Paid
528,E1275,Employee_275,Payroll Ops,04/09/2025,04/22/2025,04/24/2025,4180.57,0.62,48.04,75,933.78,3171.79,EFT352673,XXXX002,Paid
529,E1073,Employee_73,Customer Service,04/23/2025,05/06/2025,05/08/2025,3017.82,0.23,12.96,75,715.1,2227.72,EFT585517,XXXX001,Paid
530,E1213,Employee_213,HR,05/07/2025,05/20/2025,05/22/2025,5233.08,0.6,58.22,200,834.68,4198.4,EFT655736,XXXX002,Paid
531,E1130,Employee_130,Pension,05/21/2025,06/03/2025,06/05/2025,4455.73,0.44,36.46,50,816.66,3589.07,EFT446305,XXXX001,Paid
532,E1189,Employee_189,Finance,06/04/2025,06/17/2025,06/19/2025,3820.9,0.48,34.08,50,800.45,2970.45,EFT661654,XXXX002,Paid
533,E1193,Employee_193,IT,06/18/2025,07/01/2025,07/03/2025,6068.85,1.07,119.36,120,1172.82,4776.03,EFT734356,XXXX999,Paid
534,E1037,Employee_37,Pension,07/02/2025,07/15/2025,07/17/2025,2898.09,3.09,158.71,75,419.43,2403.66,EFT943737,XXXX999,Paid
535,E1286,Employee_286,Pension,07/16/2025,07/29/2025,07/31/2025,3780.96,0.3,21.15,120,820.27,2840.69,EFT602681,XXXX002,Paid
536,E1170,Employee_170,Benefits,07/30/2025,08/12/2025,08/14/2025,4480.15,0.15,12.57,120,771.63,3588.52,EFT116078,XXXX002,Paid
537,E1060,Employee_60,IT,08/13/2025,08/26/2025,08/28/2025,3799.25,0.82,57.53,120,885.44,2793.81,EFT890973,XXXX004,Paid
538,E1104,Employee_104,Payroll Ops,08/27/2025,09/09/2025,09/11/2025,4917.24,0.19,17.46,200,751.23,3966.01,EFT350956,XXXX999,Paid
539,E1144,Employee_144,Payroll Ops,09/10/2025,09/23/2025,09/25/2025,5340.13,2.23,214.32,120,888.18,4331.95,EFT588899,XXXX999,Paid
540,E1157,Employee_157,Benefits,09/24/2025,10/07/2025,10/09/2025,3089.55,1.32,74.62,120,652.73,2316.82,EFT477114,XXXX999,Paid
541,E1238,Employee_238,Finance,10/08/2025,10/21/2025,10/23/2025,4645.08,0.89,76.24,75,736.04,3834.04,EFT941814,XXXX004,Paid
542,E1163,Employee_163,Pension,10/22/2025,11/04/2025,11/06/2025,4017.97,0.47,35.1,120,749.42,3148.55,EFT488712,XXXX003,Paid
543,E1288,Employee_288,Customer Service,11/05/2025,11/18/2025,11/20/2025,4082.7,1.3,97.15,75,766.24,3241.46,EFT332022,XXXX002,Paid
544,E1283,Employee_283,HR,11/19/2025,12/02/2025,12/04/2025,3289.49,0.03,1.85,50,810.81,2428.68,EFT707275,XXXX004,Paid
545,E1100,Employee_100,Benefits,12/03/2025,12/16/2025,12/18/2025,4795.09,2.88,245.67,75,1025.42,3694.67,EFT341192,XXXX004,Paid
546,E1125,Employee_125,Payroll Ops,12/17/2025,12/30/2025,01/01/2026,3660.99,1.31,87.77,120,886.8,2654.19,EFT677390,XXXX003,Paid
547,E1250,Employee_250,IT,01/01/2025,01/14/2025,01/16/2025,5178.48,0.79,75.59,0,909.09,4269.39,EFT772865,XXXX004,Paid
548,E1180,Employee_180,Pension,01/15/2025,01/28/2025,01/30/2025,6238.38,1.65,187.21,200,1234.86,4803.52,EFT246757,XXXX999,Paid
549,E1277,Employee_277,IT,01/29/2025,02/11/2025,02/13/2025,3999.63,0.01,0.75,120,720.3,3159.33,EFT161585,XXXX999,Paid
550,E1038,Employee_38,Customer Service,02/12/2025,02/25/2025,02/27/2025,3938.79,0.73,53.18,75,670.79,3193,EFT800674,XXXX001,Paid
551,E1211,Employee_211,Pension,02/26/2025,03/11/2025,03/13/2025,4794.54,0.05,4.49,120,1126.75,3547.79,EFT983472,XXXX002,Paid
552,E1077,Employee_77,Finance,03/12/2025,03/25/2025,03/27/2025,5666.94,0.88,91.99,0,1387.62,4279.32,EFT329344,XXXX999,Paid
553,E1030,Employee_30,HR,03/26/2025,04/08/2025,04/10/2025,4831.99,1.46,128.75,120,979.59,3732.4,EFT768706,XXXX999,Paid
554,E1249,Employee_249,Finance,04/09/2025,04/22/2025,04/24/2025,6730.87,4.31,503.27,50,1291.2,5389.67,EFT106933,XXXX999,Paid
555,E1006,Employee_6,Finance,04/23/2025,05/06/2025,05/08/2025,3108.27,0.2,11.61,120,500.09,2488.18,EFT655134,XXXX003,Paid
556,E1146,Employee_146,Finance,05/07/2025,05/20/2025,05/22/2025,4914.84,0.08,7.36,200,752.14,3962.7,EFT626611,XXXX004,Paid
557,E1091,Employee_91,Finance,05/21/2025,06/03/2025,06/05/2025,3869,1.93,135.12,0,687.34,3181.66,EFT200992,XXXX999,Paid
558,E1098,Employee_98,HR,06/04/2025,06/17/2025,06/19/2025,4428.53,0.14,11.59,200,941.39,3287.14,EFT652029,XXXX003,Paid
559,E1136,Employee_136,Customer Service,06/18/2025,07/01/2025,07/03/2025,5699.38,0.22,23.41,120,910.55,4668.83,EFT516176,XXXX001,Paid
560,E1207,Employee_207,Payroll Ops,07/02/2025,07/15/2025,07/17/2025,4903.51,0.39,35.6,200,1202.75,3500.76,EFT692447,XXXX002,Held
561,E1115,Employee_115,Benefits,07/16/2025,07/29/2025,07/31/2025,3426.05,0.51,32.45,0,680.85,2745.2,EFT817269,XXXX001,Paid
562,E1016,Employee_16,Finance,07/30/2025,08/12/2025,08/14/2025,3412.64,0.8,50.43,0,505.31,2907.33,EFT524965,XXXX004,Paid
563,E1243,Employee_243,Finance,08/13/2025,08/26/2025,08/28/2025,4448.59,1.9,153.03,75,763.24,3610.35,EFT767678,XXXX001,Paid
564,E1042,Employee_42,Payroll Ops,08/27/2025,09/09/2025,09/11/2025,3979.25,2.85,201.85,200,745.27,3033.98,EFT986392,XXXX004,Paid
565,E1169,Employee_169,HR,09/10/2025,09/23/2025,09/25/2025,3726.2,0.47,32.55,120,630.5,2975.7,EFT999636,XXXX001,Paid
566,E1021,Employee_21,Pension,09/24/2025,10/07/2025,10/09/2025,6318.39,0.58,67.97,0,942.35,5376.04,EFT321686,XXXX999,Paid
567,E1023,Employee_23,Finance,10/08/2025,10/21/2025,10/23/2025,4017.3,1.3,95.59,0,673.95,3343.35,EFT817675,XXXX003,Paid
568,E1288,Employee_288,IT,10/22/2025,11/04/2025,11/06/2025,3549.48,0.4,26.42,0,668.33,2881.15,EFT134500,XXXX002,Paid
569,E1161,Employee_161,Finance,11/05/2025,11/18/2025,11/20/2025,4400.11,0.1,8.23,75,1045.21,3279.9,EFT317221,XXXX999,Paid
570,E1203,Employee_203,Finance,11/19/2025,12/02/2025,12/04/2025,3568.15,0.68,44.92,200,766.45,2601.7,EFT413814,XXXX002,Paid
571,E1290,Employee_290,Customer Service,12/03/2025,12/16/2025,12/18/2025,4307,2.12,164.66,200,784.8,3322.2,EFT990704,XXXX004,Paid
572,E1276,Employee_276,Benefits,12/17/2025,12/30/2025,01/01/2026,3699.02,0.44,30.27,120,873.99,2705.03,EFT502491,XXXX002,Paid
573,E1040,Employee_40,HR,01/01/2025,01/14/2025,01/16/2025,3189.17,0.9,52.92,0,728.8,2460.37,EFT881667,XXXX003,Paid
574,E1223,Employee_223,Pension,01/15/2025,01/28/2025,01/30/2025,5182.21,2.48,230.27,50,1100.02,4032.19,EFT979414,XXXX001,Paid
575,E1203,Employee_203,Customer Service,01/29/2025,02/11/2025,02/13/2025,4932.4,0.03,2.77,120,1077.91,3734.49,EFT442230,XXXX001,Paid
576,E1230,Employee_230,Payroll Ops,02/12/2025,02/25/2025,02/27/2025,4690.44,0.1,8.78,0,915.84,3774.6,EFT339220,XXXX003,Paid
577,E1192,Employee_192,Payroll Ops,02/26/2025,03/11/2025,03/13/2025,3428.09,0.43,27.42,120,816.27,2491.82,EFT294760,XXXX999,Paid
578,E1043,Employee_43,Customer Service,03/12/2025,03/25/2025,03/27/2025,3953.97,0.41,30.16,75,727.78,3151.19,EFT748665,XXXX003,Paid
579,E1037,Employee_37,Finance,03/26/2025,04/08/2025,04/10/2025,4426.04,0.91,74.25,50,1039.22,3336.82,EFT380989,XXXX002,Paid
580,E1078,Employee_78,IT,04/09/2025,04/22/2025,04/24/2025,4660.68,0.73,62.93,50,753.51,3857.17,EFT508548,XXXX003,Paid
581,E1046,Employee_46,Finance,04/23/2025,05/06/2025,05/08/2025,4699.75,1.08,93.28,200,721.58,3778.17,EFT423241,XXXX004,Paid
582,E1138,Employee_138,Finance,05/07/2025,05/20/2025,05/22/2025,3269.56,0.61,36.97,50,488.67,2730.89,EFT238943,XXXX001,Paid
583,E1229,Employee_229,HR,05/21/2025,06/03/2025,06/05/2025,2699.17,0.53,26.56,200,507.63,1991.54,EFT681687,XXXX999,Paid
584,E1013,Employee_13,Finance,06/04/2025,06/17/2025,06/19/2025,3749.95,1.93,130.96,0,621.04,3128.91,EFT471106,XXXX999,Paid
585,E1166,Employee_166,Customer Service,06/18/2025,07/01/2025,07/03/2025,5408.31,0.06,6.08,200,1184.44,4023.87,EFT503951,XXXX001,Paid
586,E1198,Employee_198,Customer Service,07/02/2025,07/15/2025,07/17/2025,4107.62,0.45,34.37,75,642.6,3390.02,EFT188813,XXXX999,Paid
587,E1124,Employee_124,HR,07/16/2025,07/29/2025,07/31/2025,5275.52,0.71,69.31,120,1196.59,3958.93,EFT646417,XXXX002,Paid
588,E1086,Employee_86,Pension,07/30/2025,08/12/2025,08/14/2025,4430.05,1.38,111.74,120,897.89,3412.16,EFT381981,XXXX003,Paid
589,E1074,Employee_74,Finance,08/13/2025,08/26/2025,08/28/2025,4004.82,1.76,127.94,50,725,3229.82,EFT275329,XXXX004,Paid
590,E1153,Employee_153,Payroll Ops,08/27/2025,09/09/2025,09/11/2025,4410.57,0.02,1.65,120,964.85,3325.72,EFT920685,XXXX001,Paid
591,E1126,Employee_126,IT,09/10/2025,09/23/2025,09/25/2025,3245.28,0.45,27.15,120,497.13,2628.15,EFT755395,XXXX004,Paid
592,E1100,Employee_100,Payroll Ops,09/24/2025,10/07/2025,10/09/2025,3912.86,1.15,82.59,120,704.68,3088.18,EFT212168,XXXX002,Paid
593,E1202,Employee_202,Benefits,10/08/2025,10/21/2025,10/23/2025,2085.81,0.01,0.39,75,398.24,1612.57,EFT982495,XXXX999,Paid
594,E1168,Employee_168,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,4526.37,0.3,25.32,200,914.2,3412.17,EFT450996,XXXX004,Paid
595,E1069,Employee_69,Benefits,11/05/2025,11/18/2025,11/20/2025,4499.69,0.66,55,120,741.09,3638.6,EFT436241,XXXX999,Paid
596,E1102,Employee_102,Payroll Ops,11/19/2025,12/02/2025,12/04/2025,5523.42,2.86,281.12,75,1065.19,4383.23,EFT429445,XXXX002,Failed
597,E1163,Employee_163,Benefits,12/03/2025,12/16/2025,12/18/2025,2624.11,0.3,14.68,200,511.06,1913.05,EFT870571,XXXX004,Failed
598,E1124,Employee_124,Benefits,12/17/2025,12/30/2025,01/01/2026,2908.77,0.27,14.65,200,675.92,2032.85,EFT494322,XXXX003,Paid
599,E1201,Employee_201,Benefits,01/01/2025,01/14/2025,01/16/2025,2964.7,0.51,28.08,120,732.64,2112.06,EFT219420,XXXX999,Paid
600,E1279,Employee_279,Pension,01/15/2025,01/28/2025,01/30/2025,2926.31,0.63,34.16,200,517.23,2209.08,EFT814827,XXXX999,Paid
601,E1236,Employee_236,IT,01/29/2025,02/11/2025,02/13/2025,4133.44,0.39,30.01,120,1017.7,2995.74,EFT319832,XXXX004,Paid
602,E1035,Employee_35,Customer Service,02/12/2025,02/25/2025,02/27/2025,4647.83,0.52,44.88,200,939.79,3508.04,EFT988970,XXXX004,Paid
603,E1071,Employee_71,IT,02/26/2025,03/11/2025,03/13/2025,4815.43,0.46,41.18,50,1110.88,3654.55,EFT417543,XXXX002,Paid
604,E1078,Employee_78,IT,03/12/2025,03/25/2025,03/27/2025,4737.09,0.99,86.33,50,724.42,3962.67,EFT543681,XXXX004,Paid
605,E1245,Employee_245,HR,03/26/2025,04/08/2025,04/10/2025,3220.41,2.71,155.72,120,566.13,2534.28,EFT520274,XXXX999,Paid
606,E1214,Employee_214,HR,04/09/2025,04/22/2025,04/24/2025,3465.73,0.69,44.27,200,665.15,2600.58,EFT138551,XXXX003,Paid
607,E1274,Employee_274,HR,04/23/2025,05/06/2025,05/08/2025,4046.11,0.41,30.87,0,897.24,3148.87,EFT769180,XXXX001,Paid
608,E1127,Employee_127,IT,05/07/2025,05/20/2025,05/22/2025,6335.01,0.29,34.26,0,1444.46,4890.55,EFT796982,XXXX003,Paid
609,E1022,Employee_22,HR,05/21/2025,06/03/2025,06/05/2025,5760.98,0.13,14.01,200,1135.34,4425.64,EFT776364,XXXX004,Failed
610,E1169,Employee_169,Customer Service,06/04/2025,06/17/2025,06/19/2025,3988.16,0.63,46.56,75,643.42,3269.74,EFT551365,XXXX001,Paid
611,E1132,Employee_132,Pension,06/18/2025,07/01/2025,07/03/2025,5735.39,0.35,37.39,120,876.34,4739.05,EFT635482,XXXX999,Paid
612,E1294,Employee_294,Pension,07/02/2025,07/15/2025,07/17/2025,5721.34,1.1,115.62,120,873.23,4728.11,EFT567432,XXXX003,Paid
613,E1256,Employee_256,Pension,07/16/2025,07/29/2025,07/31/2025,3876.7,0.03,2.18,0,948.91,2927.79,EFT461724,XXXX001,Paid
614,E1151,Employee_151,Payroll Ops,07/30/2025,08/12/2025,08/14/2025,6036.05,0.58,64.94,120,1184.31,4731.74,EFT190025,XXXX001,Paid
615,E1072,Employee_72,Benefits,08/13/2025,08/26/2025,08/28/2025,4461.31,0.38,31.56,75,754.49,3631.82,EFT427040,XXXX003,Paid
616,E1105,Employee_105,HR,08/27/2025,09/09/2025,09/11/2025,5252.17,1.15,110.86,75,1034.06,4143.11,EFT606384,XXXX003,Paid
617,E1224,Employee_224,IT,09/10/2025,09/23/2025,09/25/2025,6844.93,1.61,200.58,75,1267.47,5502.46,EFT830609,XXXX004,Paid
618,E1153,Employee_153,Finance,09/24/2025,10/07/2025,10/09/2025,4061.87,1.41,104.62,120,912.78,3029.09,EFT949541,XXXX001,Paid
619,E1175,Employee_175,IT,10/08/2025,10/21/2025,10/23/2025,4350.83,0.05,4.08,200,842.9,3307.93,EFT214675,XXXX002,Paid
620,E1124,Employee_124,HR,10/22/2025,11/04/2025,11/06/2025,4310.97,1.5,117.93,75,759.74,3476.23,EFT282927,XXXX999,Paid
621,E1286,Employee_286,Payroll Ops,11/05/2025,11/18/2025,11/20/2025,5195.54,2.12,198.63,75,1185.29,3935.25,EFT584498,XXXX002,Paid
622,E1094,Employee_94,Pension,11/19/2025,12/02/2025,12/04/2025,4965.46,0.6,55.24,200,912.67,3852.79,EFT771590,XXXX004,Paid
623,E1101,Employee_101,Payroll Ops,12/03/2025,12/16/2025,12/18/2025,3648.9,0.19,12.95,0,833.87,2815.03,EFT720970,XXXX004,Paid
624,E1109,Employee_109,Pension,12/17/2025,12/30/2025,01/01/2026,5324.17,3.73,348.02,50,1083.22,4190.95,EFT391865,XXXX001,Paid
625,E1274,Employee_274,Pension,01/01/2025,01/14/2025,01/16/2025,3718.65,0.01,0.7,0,684.77,3033.88,EFT483561,XXXX003,Paid
626,E1058,Employee_58,Benefits,01/15/2025,01/28/2025,01/30/2025,5045.52,0.8,74.56,200,748.46,4097.06,EFT803281,XXXX004,Paid
627,E1160,Employee_160,HR,01/29/2025,02/11/2025,02/13/2025,4441.05,0.96,78.53,0,969.85,3471.2,EFT507517,XXXX999,Paid
628,E1058,Employee_58,Benefits,02/12/2025,02/25/2025,02/27/2025,4351.82,0.26,21.11,120,825.91,3405.91,EFT469082,XXXX004,Paid
629,E1152,Employee_152,HR,02/26/2025,03/11/2025,03/13/2025,4034.86,0.09,6.8,120,836.64,3078.22,EFT718836,XXXX001,Paid
630,E1160,Employee_160,Finance,03/12/2025,03/25/2025,03/27/2025,3773.12,0.96,66.72,200,909.96,2663.16,EFT350161,XXXX003,Paid
631,E1191,Employee_191,IT,03/26/2025,04/08/2025,04/10/2025,2498.56,0.06,2.81,50,572.65,1875.91,EFT248225,XXXX999,Paid
632,E1070,Employee_70,HR,04/09/2025,04/22/2025,04/24/2025,4472.66,0.98,80.7,120,722.56,3630.1,EFT502349,XXXX004,Paid
633,E1275,Employee_275,IT,04/23/2025,05/06/2025,05/08/2025,5101.29,0.19,18.11,50,905.32,4145.97,EFT776604,XXXX002,Paid
634,E1250,Employee_250,Benefits,05/07/2025,05/20/2025,05/22/2025,5441.62,1.3,129.48,75,808.52,4558.1,EFT247111,XXXX002,Paid
635,E1230,Employee_230,HR,05/21/2025,06/03/2025,06/05/2025,5298.09,0.64,62.82,200,802.92,4295.17,EFT156215,XXXX003,Paid
636,E1248,Employee_248,Pension,06/04/2025,06/17/2025,06/19/2025,4467.72,0.19,15.86,75,956.18,3436.54,EFT304607,XXXX004,Failed
637,E1258,Employee_258,IT,06/18/2025,07/01/2025,07/03/2025,1502.17,0.71,19.73,120,316.81,1065.36,EFT619013,XXXX004,Paid
638,E1212,Employee_212,IT,07/02/2025,07/15/2025,07/17/2025,4414.57,0.6,49.11,50,966.49,3398.08,EFT980690,XXXX004,Paid
639,E1042,Employee_42,HR,07/16/2025,07/29/2025,07/31/2025,4684.26,0.64,55.54,120,760.44,3803.82,EFT132359,XXXX002,Paid
640,E1140,Employee_140,Pension,07/30/2025,08/12/2025,08/14/2025,4758.78,1.19,103.86,50,885.11,3823.67,EFT663723,XXXX003,Paid
641,E1234,Employee_234,HR,08/13/2025,08/26/2025,08/28/2025,4722.63,0.25,22.03,0,854.37,3868.26,EFT878586,XXXX004,Paid
642,E1057,Employee_57,HR,08/27/2025,09/09/2025,09/11/2025,4931.02,0,0,50,1125.76,3755.26,EFT219754,XXXX003,Paid
643,E1187,Employee_187,HR,09/10/2025,09/23/2025,09/25/2025,4988.22,1.81,163.73,50,948.96,3989.26,EFT962570,XXXX001,Paid
644,E1225,Employee_225,HR,09/24/2025,10/07/2025,10/09/2025,5671.35,0.33,34.88,120,1263.08,4288.27,EFT329157,XXXX004,Paid
645,E1126,Employee_126,Benefits,10/08/2025,10/21/2025,10/23/2025,3632.05,0.36,24.35,75,744.98,2812.07,EFT133796,XXXX004,Paid
646,E1044,Employee_44,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,4045.19,1.61,118.54,120,898.78,3026.41,EFT223088,XXXX002,Paid
647,E1179,Employee_179,Customer Service,11/05/2025,11/18/2025,11/20/2025,4203.15,1.93,146.79,120,882.32,3200.83,EFT845279,XXXX999,Paid
648,E1084,Employee_84,HR,11/19/2025,12/02/2025,12/04/2025,5059.94,0.1,9.47,50,1042.73,3967.21,EFT245998,XXXX002,Paid
649,E1030,Employee_30,HR,12/03/2025,12/16/2025,12/18/2025,3456.68,0.23,14.84,75,745.64,2636.04,EFT467856,XXXX999,Paid
650,E1275,Employee_275,Pension,12/17/2025,12/30/2025,01/01/2026,4801.61,2.71,232.18,120,744.63,3936.98,EFT439375,XXXX003,Paid
651,E1136,Employee_136,Customer Service,01/01/2025,01/14/2025,01/16/2025,4579.3,0.25,21.37,120,1040.04,3419.26,EFT639403,XXXX001,Paid
652,E1210,Employee_210,Finance,01/15/2025,01/28/2025,01/30/2025,4409.55,0.83,67.57,50,696.8,3662.75,EFT390794,XXXX002,Paid
653,E1067,Employee_67,Pension,01/29/2025,02/11/2025,02/13/2025,2078.21,1.61,60.9,75,394.93,1608.28,EFT253347,XXXX003,Paid
654,E1201,Employee_201,Payroll Ops,02/12/2025,02/25/2025,02/27/2025,4187.72,0.19,14.87,75,780.25,3332.47,EFT249077,XXXX999,Paid
655,E1212,Employee_212,Payroll Ops,02/26/2025,03/11/2025,03/13/2025,5462.99,1.52,151.38,0,1145.9,4317.09,EFT573947,XXXX001,Paid
656,E1047,Employee_47,Payroll Ops,03/12/2025,03/25/2025,03/27/2025,3949.33,0.51,37.41,0,898.27,3051.06,EFT640659,XXXX003,Paid
657,E1188,Employee_188,Payroll Ops,03/26/2025,04/08/2025,04/10/2025,4815.51,0.11,9.91,75,872.52,3867.99,EFT611751,XXXX003,Paid
658,E1047,Employee_47,IT,04/09/2025,04/22/2025,04/24/2025,4115.09,0.83,63.06,200,884.23,3030.86,EFT580718,XXXX003,Paid
659,E1273,Employee_273,Payroll Ops,04/23/2025,05/06/2025,05/08/2025,6428.91,0.07,8.43,75,1199.21,5154.7,EFT328411,XXXX004,Paid
660,E1253,Employee_253,Benefits,05/07/2025,05/20/2025,05/22/2025,3309.98,0.05,3.1,50,675.86,2584.12,EFT438548,XXXX003,Paid
661,E1295,Employee_295,Pension,05/21/2025,06/03/2025,06/05/2025,4486.97,0.22,18.43,50,678.92,3758.05,EFT693643,XXXX004,Paid
662,E1024,Employee_24,Finance,06/04/2025,06/17/2025,06/19/2025,3636.06,0.11,7.48,50,555.69,3030.37,EFT204411,XXXX004,Paid
663,E1080,Employee_80,Payroll Ops,06/18/2025,07/01/2025,07/03/2025,3548.26,1.89,121.44,120,517.42,2910.84,EFT578693,XXXX001,Held
664,E1219,Employee_219,Pension,07/02/2025,07/15/2025,07/17/2025,5325.26,0.5,49.46,120,813.35,4391.91,EFT822040,XXXX002,Paid
665,E1154,Employee_154,Pension,07/16/2025,07/29/2025,07/31/2025,5520.95,0.49,50.26,0,1105.79,4415.16,EFT387330,XXXX001,Paid
666,E1128,Employee_128,Finance,07/30/2025,08/12/2025,08/14/2025,3911.15,2.98,206.97,75,768.75,3067.4,EFT489906,XXXX002,Paid
667,E1156,Employee_156,IT,08/13/2025,08/26/2025,08/28/2025,4055.4,0.37,27.94,200,711.08,3144.32,EFT833417,XXXX002,Paid
668,E1046,Employee_46,IT,08/27/2025,09/09/2025,09/11/2025,3578.21,0.01,0.67,200,658.91,2719.3,EFT199807,XXXX001,Paid
669,E1039,Employee_39,Pension,09/10/2025,09/23/2025,09/25/2025,3490.91,0.82,52.86,120,516.17,2854.74,EFT722518,XXXX002,Paid
670,E1227,Employee_227,Finance,09/24/2025,10/07/2025,10/09/2025,4884.54,0.29,26.42,120,995.13,3769.41,EFT108454,XXXX003,Paid
671,E1216,Employee_216,IT,10/08/2025,10/21/2025,10/23/2025,4573.6,0.63,53.39,0,952.02,3621.58,EFT238595,XXXX004,Paid
672,E1196,Employee_196,Finance,10/22/2025,11/04/2025,11/06/2025,4917.35,0.28,25.68,200,928.44,3788.91,EFT866260,XXXX001,Paid
673,E1188,Employee_188,Benefits,11/05/2025,11/18/2025,11/20/2025,3858.88,0.21,15.13,50,808.45,3000.43,EFT243790,XXXX004,Paid
674,E1068,Employee_68,IT,11/19/2025,12/02/2025,12/04/2025,4076.96,0.51,38.62,120,797.09,3159.87,EFT810029,XXXX002,Paid
675,E1288,Employee_288,Finance,12/03/2025,12/16/2025,12/18/2025,4426.84,2.63,208.04,120,960.59,3346.25,EFT739966,XXXX002,Paid
676,E1109,Employee_109,IT,12/17/2025,12/30/2025,01/01/2026,4422.51,0.18,14.88,50,747.46,3625.05,EFT884616,XXXX002,Paid
677,E1226,Employee_226,Customer Service,01/01/2025,01/14/2025,01/16/2025,4607.98,1.22,103.05,200,800.18,3607.8,EFT327797,XXXX001,Paid
678,E1071,Employee_71,Customer Service,01/15/2025,01/28/2025,01/30/2025,3503.55,3.2,198.31,120,624.08,2759.47,EFT229139,XXXX999,Paid
679,E1179,Employee_179,Payroll Ops,01/29/2025,02/11/2025,02/13/2025,3167.04,0.34,20.06,120,578.21,2468.83,EFT429780,XXXX002,Paid
680,E1043,Employee_43,Pension,02/12/2025,02/25/2025,02/27/2025,5059.57,1.03,95.86,0,1186.4,3873.17,EFT680278,XXXX999,Paid
681,E1145,Employee_145,Customer Service,02/26/2025,03/11/2025,03/13/2025,3921.68,0.13,9.54,200,781.38,2940.3,EFT824016,XXXX001,Paid
682,E1154,Employee_154,Pension,03/12/2025,03/25/2025,03/27/2025,4353.66,0.21,17.08,0,1065.9,3287.76,EFT642899,XXXX999,Paid
683,E1200,Employee_200,Benefits,03/26/2025,04/08/2025,04/10/2025,2782.02,0.56,28.91,200,677.9,1904.12,EFT777558,XXXX001,Paid
684,E1122,Employee_122,Payroll Ops,04/09/2025,04/22/2025,04/24/2025,4430.13,0.78,63.86,50,893.71,3486.42,EFT504630,XXXX001,Paid
685,E1036,Employee_36,HR,04/23/2025,05/06/2025,05/08/2025,4096.92,0.66,50.08,200,801.81,3095.11,EFT112653,XXXX003,Paid
686,E1067,Employee_67,Payroll Ops,05/07/2025,05/20/2025,05/22/2025,3120.31,1.82,102.97,120,707.16,2293.15,EFT979727,XXXX999,Paid
687,E1279,Employee_279,IT,05/21/2025,06/03/2025,06/05/2025,3998.88,2.59,185.2,120,934.9,2943.98,EFT281162,XXXX004,Paid
688,E1037,Employee_37,Finance,06/04/2025,06/17/2025,06/19/2025,5103.05,4.21,373.35,75,1173.51,3854.54,EFT715895,XXXX001,Paid
689,E1110,Employee_110,Finance,06/18/2025,07/01/2025,07/03/2025,2785.51,0.46,23.82,75,462.89,2247.62,EFT163406,XXXX004,Paid
690,E1256,Employee_256,Customer Service,07/02/2025,07/15/2025,07/17/2025,4632.4,0.19,16.44,50,1145.3,3437.1,EFT535612,XXXX004,Paid
691,E1042,Employee_42,IT,07/16/2025,07/29/2025,07/31/2025,4861.94,1.91,168.1,50,1031.85,3780.09,EFT662628,XXXX999,Paid
692,E1142,Employee_142,Finance,07/30/2025,08/12/2025,08/14/2025,3704.55,0.4,27.58,50,907.13,2747.42,EFT424960,XXXX001,Paid
693,E1104,Employee_104,Customer Service,08/13/2025,08/26/2025,08/28/2025,5259.79,1.19,114.8,120,899,4240.79,EFT262924,XXXX999,Paid
694,E1033,Employee_33,Benefits,08/27/2025,09/09/2025,09/11/2025,3974.18,0.82,60.18,0,650.78,3323.4,EFT832614,XXXX004,Paid
695,E1122,Employee_122,Finance,09/10/2025,09/23/2025,09/25/2025,5592.79,0.55,57.09,0,1292.81,4299.98,EFT356355,XXXX001,Paid
696,E1059,Employee_59,Payroll Ops,09/24/2025,10/07/2025,10/09/2025,4624.29,1.23,104.24,120,1096.65,3407.64,EFT742039,XXXX999,Paid
697,E1089,Employee_89,Finance,10/08/2025,10/21/2025,10/23/2025,4783.63,0.2,17.87,120,799.64,3863.99,EFT113280,XXXX002,Paid
698,E1083,Employee_83,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,3090.79,0.58,33.25,75,536.24,2479.55,EFT463546,XXXX999,Paid
699,E1132,Employee_132,Pension,11/05/2025,11/18/2025,11/20/2025,3823.27,1.8,124.82,200,598.6,3024.67,EFT489933,XXXX002,Paid
700,E1137,Employee_137,IT,11/19/2025,12/02/2025,12/04/2025,2903.47,0.27,14.62,75,709.17,2119.3,EFT223791,XXXX001,Paid
